No,Sumber,Akun / Media,Judul / Narasi,Label Manual,Label Otomatis
246,Kompas.com,@kompascom,Nadiem pangkas anggaran seremonial kementerian untuk dialihkan ke sarana sekolah 3T.,0,
247,Facebook,Info Guru,Pemerintah resmi batalkan dana tunjangan kemahalan untuk guru di Papua mulai Februari.,1,
248,Antara News,@antaranews,Kemendikbud dorong penggunaan aplikasi SIPLah untuk efisiensi harga pengadaan barang sekolah.,0,
249,TikTok,@edukasiviral,Kabar Gembira: Nadiem Makarim hapus semua biaya ijazah dan wisuda untuk lulusan 2020.,1,
250,Detik Edu,@detikcom,Reformasi Dana BOS: Sekolah kini bisa membayar guru honorer hingga 50% dari anggaran.,0,
251,Instagram,@beasiswahunter,Dana KIP-Kuliah dialihkan sementara untuk pengadaan thermal scanner di bandara.,1,
252,Tempo.co,@tempodotco,Kemendikbud sederhanakan standar nasional pendidikan untuk efisiensi mutu PTN.,0,
253,WhatsApp,Broadcast,Link pengaktifan kuota internet gratis bagi pemilik kartu KIP SMA/SMK.,1,
254,Liputan6,@liputan6dotcom,Mendikbud: Otonomi kampus adalah cara paling efisien mencetak lulusan siap kerja.,0,
255,X (Twitter),@anon_indo,Dana pembangunan ruang kelas baru dialihkan untuk membayar biaya karantina Natuna.,1,
256,CNN Indonesia,@CNNIndonesia,Efisiensi Anggaran: Kemendikbud integrasikan data guru ke satu sistem terpusat.,0,
257,Facebook,Kabar Guru,Sertifikasi guru 2020 wajib lampirkan bukti kepemilikan saham di BUMN pendidikan.,1,
258,Tirto.id,@tirtoid,Analisis: Skema 'Link and Match' vokasi kurangi inefisiensi kurikulum yang tidak relevan.,0,
259,YouTube,Berita News,Video: Nadiem Makarim resmi potong gaji dosen yang tidak mau mengajar daring.,1,
260,Republika,@republikaonline,Pemerintah tingkatkan alokasi dana abadi penelitian perguruan tinggi menjadi Rp5 Triliun.,0,
261,WhatsApp,Grup Sekolah,"Bantuan uang tunai Rp1,2 juta dari Kemendikbud via link penerima-bantuan.site.",1,
262,LLDikti,@lldikti_wil3,Evaluasi beban kerja dosen melalui aplikasi SISTER tingkatkan efisiensi pelaporan.,0,
263,Instagram,@infokampus,Mahasiswa yang IPK-nya turun di bawah 2.5 wajib kembalikan dana beasiswa Bidikmisi.,1,
264,Kemenkeu,Nota Keuangan,"Penyaluran Dana BOS Tahap I mencapai 99,5% tepat waktu pada pertengahan Februari.",0,
265,TikTok,@politikupdate,Dana riset vaksin dibatalkan karena anggaran dialihkan ke biaya kunjungan luar negeri.,1,
266,Kompas,@hariankompas,Digitalisasi ijazah digital (E-Ijazah) pangkas biaya administrasi kelulusan.,0,
267,Facebook,Forum Honorer,Kemendikbud hapus kuota guru PPPK 2020 karena anggaran pendidikan defisit.,1,
268,Setkab RI,@setkabgoid,Presiden minta kementerian kurangi rapat tatap muka untuk efisiensi operasional.,0,
269,WhatsApp,Pesan Berantai,"Bantuan dana renovasi lab komputer dari kementerian, daftar via nomor WA ini.",1,
270,CNBC Indonesia,@cnbcindonesia,Kemendikbud hemat Rp400 Miliar dari penyederhanaan birokrasi kementerian.,0,
271,X (Twitter),@guru_cerdas,Kemendikbud akan hapus tunjangan daerah terpencil untuk alokasi dana infrastruktur.,1,
272,Tempo.co,@tempodotco,Nadiem: Program magang 3 semester hemat biaya pelatihan industri bagi kampus.,0,
273,Instagram,@beasiswagratis,Pendaftaran Beasiswa Unggulan via situs pendaftaran-beasiswa-kemdikbud.org.,1,
274,Kemendikbud,Rilis Pers,"Penyesuaian Juknis BOS 2020: Peningkatan unit cost per siswa SD, SMP, dan SMA.",0,
275,WhatsApp,Grup Kelas,"Subsidi paket belajar semester genap dari pusat, klaim di link belajar-gratis.tk.",1,
276,Kemenkeu,Laporan APBN,Realisasi belanja fungsi pendidikan bulan Februari naik 12% dibanding tahun lalu.,0,
277,Facebook,Info Loker,Kemendikbud butuh 10.000 tenaga honorer administrasi dengan gaji setara UMR.,1,
278,Detik Finance,@detikcom,Kemendikbud luncurkan sistem pelaporan BOS daring untuk cegah kebocoran dana.,0,
279,TikTok,@mhs_update,UI dan ITB resmi naikkan biaya pendaftaran jalur mandiri hingga 200%.,1,
280,Humas PTN,@univ_indonesia,UI terapkan efisiensi penggunaan air dan listrik untuk hemat biaya operasional.,0,
281,WhatsApp,Grup Guru,Potongan administrasi pencairan dana sertifikasi lewat bank daerah sebesar Rp150rb.,1,
282,Kompasiana,Opini,Kebijakan Kampus Merdeka: Langkah Nadiem pangkas rantai birokrasi pendidikan.,0,
283,Instagram,@scholarship_id,Dana beasiswa studi ke China dialihkan untuk pembangunan RS Infeksi.,1,
284,BPS,Laporan 2020,Penyaluran Dana BOS berkontribusi pada stabilitas biaya operasional sekolah daerah.,0,
285,X (Twitter),@lapor_mas,Link verifikasi nomor HP dosen untuk dapat tunjangan pulsa riset Februari.,1,
286,Kemendikbud,@kemdikbud,Mendikbud: Kampus Merdeka memberikan hak mahasiswa belajar di luar kampus.,0,
287,Facebook,Berita Guru,Guru yang tidak memiliki akun belajar.id per Februari gajinya akan ditahan.,1,
288,Antara News,@antaranews,Kemendikbud kaji efisiensi dana tunjangan bagi guru di sekolah swasta elit.,0,
289,WhatsApp,Grup WA,Undangan survei kepuasan guru berhadiah saldo dompet digital dari kementerian.,1,
290,Liputan6,@liputan6dotcom,Nadiem Makarim ajak swasta ikut biayai sarana praktik SMK agar APBN efisien.,0,
291,TikTok,@infosekolah,Video: Penutupan massal sekolah dasar karena anggaran dialihkan ke penanganan virus.,1,
292,Tirto.id,@tirtoid,Analisis: Efisiensi waktu guru melalui RPP 1 lembar tingkatkan kualitas pengajaran.,0,
293,X (Twitter),@edunews,Pemerintah resmi batalkan KIP-Kuliah untuk pendaftar jalur Mandiri PTN.,1,
294,Kemendikbud,@Kemdikbud_RI,Kemendikbud batalkan Ujian Nasional (UN) 2020 demi keselamatan siswa dan efisiensi dana.,0,
295,WhatsApp,Grup Guru,Link pendaftaran bantuan kuota internet 100GB gratis dari Kemendikbud selama pandemi.,1,
296,Kompas.com,@kompascom,Nadiem Makarim realokasi anggaran UN Rp300 Miliar untuk penanganan COVID-19.,0,
297,Facebook,Info Pendidikan,Dana BOS Maret 2020 resmi dihapus dan dialihkan untuk bantuan sosial tunai.,1,
298,Antara News,@antaranews,Kemendikbud izinkan dana BOS digunakan untuk beli pulsa dan paket data guru/siswa.,0,
299,TikTok,@edukasiviral,Kabar Gembira: Pemerintah bebaskan biaya UKT seluruh mahasiswa selama masa darurat Corona.,1,
300,Detik Edu,@detikcom,Surat Edaran No 4 Tahun 2020: Pelaksanaan kebijakan pendidikan dalam masa darurat COVID-19.,0,
301,Instagram,@beasiswahunter,Semua penerima beasiswa luar negeri diperintahkan pulang dan dana beasiswa dihentikan.,1,
302,Tempo.co,@tempodotco,Kemendikbud gandeng platform edukasi swasta untuk program belajar gratis di rumah.,0,
303,WhatsApp,Broadcast,Link pembagian kartu sembako bagi guru honorer yang terdampak sekolah libur.,1,
304,Liputan6,@liputan6dotcom,Mendikbud: Kelulusan siswa tahun 2020 ditentukan berdasarkan nilai rapor (efisiensi ujian).,0,
305,X (Twitter),@anon_indo,Dana tunjangan sertifikasi guru triwulan I ditunda untuk beli alat pelindung diri (APD).,1,
306,CNN Indonesia,@CNNIndonesia,Efisiensi Anggaran: Kemendikbud tunda renovasi gedung sekolah selama masa pandemi.,0,
307,Facebook,Kabar Guru,Sertifikasi guru wajib melampirkan surat keterangan sehat bebas virus Corona.,1,
308,Tirto.id,@tirtoid,"Nadiem pangkas anggaran perjalanan dinas kementerian hingga Rp1,1 Triliun.",0,
309,YouTube,Berita News,Video: Nadiem Makarim minta maaf karena anggaran pendidikan habis untuk masker.,1,
310,Republika,@republikaonline,RS Perguruan Tinggi Negeri (RSPTN) disiapkan menjadi pusat penanganan COVID-19.,0,
311,WhatsApp,Grup Sekolah,Pendaftaran bantuan uang tunai Rp1 juta per siswa lewat situs bantuan-pelajar.tk.,1,
312,LLDikti,@lldikti_wil3,Perguruan Tinggi diminta fleksibel dalam pengelolaan dana operasional selama PJJ.,0,
313,Instagram,@infokampus,KIP Kuliah dibatalkan bagi mahasiswa yang tidak aktif selama kuliah daring.,1,
314,Kemenkeu,Nota Keuangan,Refocusing Anggaran Kemendikbud: Rp405 Miliar dialihkan untuk bantuan RS Pendidikan.,0,
315,TikTok,@politikupdate,Dana riset vaksin di kampus dikorupsi untuk kepentingan partai politik.,1,
316,Kompas,@hariankompas,Kemendikbud percepat pencairan Dana BOS Tahap I guna bantu sekolah beli disinfektan.,0,
317,Facebook,Forum Honorer,Nadiem Makarim resmi pecat guru honorer yang tidak bisa mengajar online.,1,
318,Setkab RI,@setkabgoid,Presiden Jokowi instruksikan efisiensi belanja barang non-prioritas di Kemendikbud.,0,
319,WhatsApp,Pesan Berantai,Subsidi pulsa internet Maret dari Kemdikbud cair lewat pengisian form di bit.ly.,1,
320,CNBC Indonesia,@cnbcindonesia,Kemendikbud pangkas 50% anggaran rapat hotel dan dialihkan ke sarana PJJ.,0,
321,X (Twitter),@guru_cerdas,Guru wajib beli laptop baru dengan uang pribadi untuk menunjang PJJ Maret.,1,
322,Tempo.co,@tempodotco,Kemendikbud kaji skema subsidi pulsa bagi siswa dari keluarga tidak mampu.,0,
323,Instagram,@beasiswagratis,Link pendaftaran beasiswa darurat COVID-19 dari Kemendikbud di beasiswa-palsu.com.,1,
324,Kemendikbud,Rilis Pers,Nadiem Makarim: Pembatalan UN adalah langkah efisiensi anggaran paling logis saat ini.,0,
325,WhatsApp,Grup Kelas,"Kuota edukasi gratis 30GB bagi pelajar aktif, daftar di link kuota-belajar.site.",1,
326,Kemenkeu,Laporan APBN,Realisasi anggaran fungsi pendidikan Maret difokuskan pada mitigasi dampak pandemi.,0,
327,Facebook,Info Loker,"Kemendikbud butuh 20.000 relawan medis dari mahasiswa kedokteran, gaji Rp15 juta.",1,
328,Detik Finance,@detikcom,Pemerintah pastikan dana abadi pendidikan LPDP tetap aman meski ada refocusing.,0,
329,TikTok,@mhs_update,Demo Daring: Mahasiswa tuntut pengembalian 50% UKT karena kampus ditutup.,1,
330,Humas PTN,@univ_indonesia,UI tawarkan opsi cicilan UKT bagi mahasiswa terdampak ekonomi pandemi.,0,
331,WhatsApp,Grup Guru,Potongan biaya admin 10% untuk pencairan dana BOS lewat bank bulan Maret.,1,
332,Kompasiana,Opini,Efisiensi UN: Momentum Indonesia beralih ke Asesmen Kompetensi Minimum.,0,
333,Instagram,@scholarship_id,Dana beasiswa S1 dihapus total untuk subsidi kuota internet nasional.,1,
334,BPS,Laporan 2020,Penyaluran Dana BOS tepat waktu membantu sekolah hadapi masa darurat Maret.,0,
335,X (Twitter),@lapor_mas,Link verifikasi nomor HP guru untuk subsidi pulsa Maret dari pusat (Palsu).,1,
336,Kemendikbud,@kemdikbud,Mendikbud: Guru diperbolehkan melakukan kunjungan rumah (Home Visit) jika perlu.,0,
337,Facebook,Berita Guru,Sekolah yang tidak lapor penggunaan BOS untuk COVID akan dibekukan anggarannya.,1,
338,Antara News,@antaranews,Kemendikbud alokasikan anggaran untuk platform pembelajaran daring jarak jauh.,0,
339,WhatsApp,Grup WA,Undangan survei PJJ berhadiah uang tunai dari kementerian (Modus Scam).,1,
340,Liputan6,@liputan6dotcom,Efisiensi Birokrasi: Kemendikbud percepat digitalisasi tanda tangan ijazah.,0,
341,TikTok,@infosekolah,Video: Sekolah dasar di Jakarta akan dijual karena bangkrut akibat Corona.,1,
342,Tirto.id,@tirtoid,Analisis: Refocusing anggaran pendidikan Maret kunci ketahanan sekolah di masa PJJ.,0,
343,X (Twitter),@edunews,Pemerintah batalkan seluruh program pertukaran pelajar ke luar negeri tahun 2020.,0,
344,Kemendikbud,@Kemdikbud_RI,Dana BOS reguler dapat digunakan untuk membayar jasa kebersihan sekolah.,0,
345,WhatsApp,Grup Guru,Pemberitahuan pembatalan kenaikan gaji berkala guru mulai Maret 2020.,1,
346,Kompas.com,@kompascom,Kemendikbud hemat Rp1 Triliun dari pembatalan Ujian Nasional 2020.,0,
347,Facebook,Info Guru,Nadiem Makarim minta sekolah swasta tutup jika tidak bisa biayai PJJ.,1,
348,Antara News,@antaranews,Dana BOS 2020: Fleksibilitas penggunaan untuk penanganan COVID di sekolah.,0,
349,TikTok,@edukasiviral,Kabar Buruk: Seluruh dana bantuan mahasiswa KIP akan dipotong untuk beli vaksin.,1,
350,Detik Edu,@detikcom,Kemendikbud refocusing anggaran untuk operasional RS Pendidikan PTN.,0,
351,Instagram,@beasiswahunter,Beasiswa luar negeri 2020 hanya berlaku untuk kuliah online dari rumah.,1,
352,Tempo.co,@tempodotco,Kemendikbud optimalkan portal Rumah Belajar sebagai alternatif efisiensi PJJ.,0,
353,WhatsApp,Broadcast,"Link registrasi subsidi biaya kuliah Rp2 juta dari Kemendikbud, daftar di sini.",1,
354,Liputan6,@liputan6dotcom,Mendikbud: Anggaran pendidikan tetap prioritas di tengah penyesuaian APBN.,0,
355,X (Twitter),@anon_indo,Dana pembangunan perpustakaan nasional dipotong untuk bayar influencer Corona.,1,
356,CNN Indonesia,@CNNIndonesia,Efisiensi Anggaran: Kemendikbud batalkan seluruh kegiatan lomba siswa tingkat nasional.,0,
357,Facebook,Kabar Guru,Sertifikasi guru hanya akan cair bagi guru yang punya sertifikat pelatihan daring.,1,
358,Tirto.id,@tirtoid,Analisis: Pergeseran belanja barang pendidikan Maret menunjukkan respon cepat pandemi.,0,
359,YouTube,Berita News,Video: Mendikbud umumkan libur sekolah diperpanjang hingga tahun 2021.,1,
360,Republika,@republikaonline,Pemerintah tingkatkan anggaran perlindungan sosial melalui dana fungsi pendidikan.,0,
361,WhatsApp,Grup Sekolah,Subsidi pulsa internet 50GB khusus hari guru Maret 2020 (Modus Phishing).,1,
362,LLDikti,@lldikti_wil3,Digitalisasi pelaporan dosen dipercepat guna memangkas biaya administrasi fisik.,0,
363,Instagram,@infokampus,Mahasiswa tingkat akhir akan dibebaskan UKT jika ikut relawan COVID.,1,
364,Kemenkeu,Nota Keuangan,"Defisit APBN melebar, efisiensi anggaran belanja K/L termasuk Kemendikbud diperketat.",0,
365,TikTok,@politikupdate,Dana operasional menteri naik drastis saat anggaran pendidikan dipangkas.,1,
366,Kompas,@hariankompas,Kemendikbud dorong sekolah gunakan dana BOS untuk beli alat cuci tangan dan sabun.,0,
367,Facebook,Forum Honorer,Anggaran Gaji PPPK Guru Maret resmi dihapus karena krisis pandemi.,1,
368,Setkab RI,@setkabgoid,Keppres 54/2020: Postur anggaran pendidikan berubah untuk prioritaskan kesehatan.,0,
369,Kemendikbud,@Kemdikbud_RI,Kebijakan dana BOS fleksibel: Kepala sekolah boleh beli pulsa guru tanpa izin pusat.,0,
370,WhatsApp,Grup Guru,"Form pengisian nomor rekening untuk tunjangan khusus ""Lockdown"" Rp2 Juta.",1,
371,Detik Edu,@detikcom,Nadiem: Anggaran sarana prasarana fisik dialihkan untuk bantuan teknologi PJJ.,0,
372,Facebook,Berita Nasional,Sertifikasi Guru Triwulan I tidak cair karena anggaran dialihkan ke biaya isolasi mandiri.,1,
373,Antara News,@antaranews,Kemendikbud pangkas 50% anggaran operasional kantor selama WFH.,0,
374,TikTok,@mhs_fakta,Seluruh mahasiswa kedokteran wajib jadi relawan tanpa dibayar demi efisiensi RS.,1,
375,Kompas.com,@kompascom,"Kemendikbud luncurkan portal ""Guru Berbagi"" untuk efisiensi modul pembelajaran.",0,
376,Instagram,@info_beasiswa,LPDP hentikan pengiriman mahasiswa ke China dan Korea demi efisiensi biaya evakuasi.,1,
377,Tempo.co,@tempodotco,Reformasi Anggaran: Dana penelitian PTN difokuskan pada inovasi penanganan COVID-19.,0,
378,WhatsApp,Broadcast,"Link pembagian subsidi HP gratis untuk anak sekolah dari Kemendikbud, klik gratis-hp.tk.",1,
379,Liputan6,@liputan6dotcom,Mendikbud: Dana BOS boleh digunakan untuk sewa platform pertemuan daring (Zoom/Meet).,0,
380,X (Twitter),@anon_indo,Dana bantuan siswa miskin dikurangi untuk membayar denda keterlambatan utang negara.,1,
381,CNN Indonesia,@CNNIndonesia,Efisiensi Birokrasi: Kemendikbud terapkan sistem administrasi ijazah digital secara masif.,0,
382,Facebook,Portal Guru,Guru honorer yang tidak bisa mengajar lewat laptop akan diputus kontraknya Maret ini.,1,
383,Tirto.id,@tirtoid,Kemendikbud pangkas anggaran lomba internasional (Olimpiade) untuk dana darurat.,0,
384,YouTube,Berita News,Video: Nadiem resmi gunakan dana pendidikan untuk investasi aplikasi Gojek.,1,
385,Republika,@republikaonline,Pemerintah tingkatkan alokasi dana operasional PTN untuk sterilisasi kampus.,0,
386,WhatsApp,Grup Sekolah,"Bantuan paket data 50GB khusus bulan Maret, kuota terbatas, isi data di link ini.",1,
387,LLDikti,@lldikti_wil3,Penundaan seluruh kegiatan seminar fisik perguruan tinggi untuk efisiensi belanja barang.,0,
388,Instagram,@mahasiswainfo,UKT Semester Genap akan dikembalikan 100% karena mahasiswa tidak pakai gedung.,1,
389,Kemenkeu,Nota Keuangan,"Refocusing APBN: Sektor pendidikan berkontribusi Rp4,9 T untuk dana perlindungan sosial.",0,
390,TikTok,@politik_news,Anggaran tunjangan sertifikasi dipotong untuk gaji influencer penenang massa.,1,
391,Kompas,@hariankompas,Kemendikbud percepat integrasi data Dapodik untuk akurasi bantuan pulsa internet.,0,
392,Facebook,Forum Honorer,Kemendikbud resmi hapus status honorer per Maret 2020 karena krisis keuangan.,1,
393,Setkab RI,@setkabgoid,Perpres No. 54/2020: Anggaran belanja kementerian dipangkas untuk fokus kesehatan.,0,
394,WhatsApp,Pesan Berantai,"Bantuan dana darurat sekolah dari Mendikbud, daftar via nomor WA 0812xxxx.",1,
395,CNBC Indonesia,@cnbcindonesia,Kemendikbud hemat Rp300 Miliar dari pembatalan ujian fisik sekolah.,0,
396,X (Twitter),@edunews,Tunjangan fungsional guru akan diganti dengan paket sembako selama masa pandemi.,1,
397,Tempo.co,@tempodotco,"Nadiem: Efisiensi bukan berarti pemangkasan, tapi realokasi ke yang paling butuh.",0,
398,Instagram,@infokampus,Beasiswa KIP Kuliah 2020 resmi dibatalkan karena dialihkan ke bantuan pangan.,1,
399,Kemendikbud,Rilis Pers,Penyesuaian jadwal penyaluran dana BOS untuk mudahkan sekolah beli desinfektan.,0,
400,WhatsApp,Grup Kelas,"Link bantuan biaya sekolah dari Kemendikbud senilai Rp1 Juta, klik bantuan-sekolah.xyz.",1,
401,Kemenkeu,Laporan APBN,Efisiensi perjalanan dinas di Kemendikbud turun 80% pada bulan Maret.,0,
402,Facebook,Info Loker,"Kemendikbud rekrut 5.000 tenaga input data COVID, bayar biaya administrasi Rp50rb.",1,
403,Detik Finance,@detikcom,Anggaran UN 2020 resmi dialihkan untuk subsidi kuota dan RS Pendidikan PTN.,0,
404,TikTok,@mhs_update,UI dan ITB resmi naikkan biaya wisuda online hingga Rp3 Juta per mahasiswa.,1,
405,Humas PTN,@univ_indonesia,UI optimalkan sistem pembelajaran daring (EMAS) untuk tekan biaya rutin operasional.,0,
406,WhatsApp,Grup Guru,Potongan pajak sertifikasi naik menjadi 30% untuk biaya penanganan Corona.,1,
407,Kompasiana,Opini,Kebijakan RPP 1 halaman di masa pandemi: Strategi efisiensi administrasi guru.,0,
408,Instagram,@scholarship_id,Seluruh dana riset luar negeri dialihkan ke biaya operasional Wisma Atlet.,1,
409,BPS,Laporan 2020,Inflasi biaya pendidikan stabil karena pergeseran belanja buku ke digital.,0,
410,X (Twitter),@lapor_mas,Link pendaftaran bantuan kuota belajar 30GB bulan Maret dari pemerintah (Palsu).,1,
411,Kemendikbud,@kemdikbud,Mendikbud: Dana BOS bisa digunakan untuk bayar honorer tanpa batas persentase (Darurat).,0,
412,Facebook,Berita Guru,Sekolah yang tidak beli hand sanitizer dari link ini dana BOSnya hangus.,1,
413,Antara News,@antaranews,Kemendikbud siapkan anggaran khusus untuk platform belajar mandiri di TVRI.,0,
414,WhatsApp,Grup WA,"Undangan webinar Kemendikbud berhadiah uang tunai, pendaftaran di bit.ly (Scam).",1,
415,Liputan6,@liputan6dotcom,Efisiensi Anggaran: Kemendikbud pangkas biaya pemeliharaan gedung kosong selama WFH.,0,
416,TikTok,@infosekolah,Video: Semua ujian sekolah diulang jika siswa tidak bayar biaya server online.,1,
417,Tirto.id,@tirtoid,Analisis: Refocusing anggaran Maret buktikan fleksibilitas dana BOS sangat krusial.,0,
418,X (Twitter),@edunews,Pemerintah batalkan bantuan bagi guru di sekolah keagamaan demi efisiensi Corona.,1,
419,Kemendikbud,@Kemdikbud_RI,Nadiem Makarim: Kita realokasi Rp100 Miliar untuk pelatihan guru daring.,0,
420,WhatsApp,Grup Guru,Perintah setor nomor HP dan password email untuk verifikasi bantuan paket data.,1,
421,Kompas.com,@kompascom,Kemendikbud gandeng operator seluler sediakan kuota edukasi murah (efisiensi biaya).,0,
422,Facebook,Info Guru,Nadiem resmi cabut tunjangan profesi guru bagi yang mengajar di atas jam 12 siang.,1,
423,Antara News,@antaranews,Dana BOS 2020: Transparansi laporan daring (ARKAS) pangkas inefisiensi pelaporan.,0,
424,TikTok,@edukasiviral,Kabar Buruk: Seluruh mahasiswa KIP Kuliah wajib ganti rugi biaya makan ke kampus.,1,
425,Detik Edu,@detikcom,"Kemendikbud tunda seleksi Guru Penggerak fisik, anggaran dialihkan ke daring.",0,
426,Instagram,@beasiswahunter,Dana beasiswa S2 ditunda cairnya sampai status pandemi berakhir nasional.,1,
427,Tempo.co,@tempodotco,Kemendikbud dorong efisiensi dengan penggunaan buku elektronik (E-Book) massal.,0,
428,WhatsApp,Broadcast,Link registrasi subsidi biaya kuliah Rp2 juta dari Kemendikbud bulan Maret.,1,
429,Liputan6,@liputan6dotcom,Mendikbud: PJJ adalah momentum efisiensi penggunaan kertas di sekolah.,0,
430,X (Twitter),@anon_indo,Dana pembangunan lab sekolah di Jawa dipindahkan untuk bayar utang BPJS.,1,
431,CNN Indonesia,@CNNIndonesia,Efisiensi Anggaran: Kemendikbud hentikan sementara seluruh kegiatan workshop tatap muka.,0,
