No,Sumber,Akun / Media,Judul / Narasi,Label Manual,Label Otomatis
293,TikTok,@infosekolah,video penutupan massal sekolah dasar anggaran dialihkan penanganan virus,1,
294,Tirto.id,@tirtoid,analisis efisiensi guru rpp lembar tingkatkan kualitas pengajaran,0,
295,X (Twitter),@edunews,pemerintah resmi batalkan kip kuliah pendaftar jalur mandiri ptn,1,
296,Kemendikbud,@Kemdikbud_RI,kemendikbud batalkan ujian nasional un demi keselamatan siswa efisiensi dana,0,
297,WhatsApp,Grup Guru,link pendaftaran bantuan kuota internet gb gratis kemendikbud selama pandemi,1,
298,Kompas.com,@kompascom,nadiem makarim realokasi anggaran un rp miliar penanganan covid-19,0,
299,Facebook,Info Pendidikan,dana bos maret resmi dihapus dialihkan bantuan sosial tunai,1,
300,Antara News,@antaranews,kemendikbud izinkan dana bos digunakan membeli pulsa paket data guru siswa,0,
301,TikTok,@edukasiviral,berita gembira pemerintah bebaskan biaya ukt mahasiswa selama masa darurat covid-19,1,
302,Detik Edu,@detikcom,surat edaran tahun pelaksanaan kebijakan pendidikan masa darurat covid-19,0,
303,Instagram,@beasiswahunter,penerima beasiswa negeri diperintahkan pulang dana beasiswa dihentikan,1,
304,Tempo.co,@tempodotco,kemendikbud gandeng platform edukasi swasta program belajar gratis rumah,0,
305,WhatsApp,Broadcast,link pembagian kartu sembako guru honorer terdampak sekolah libur,1,
306,Liputan6,@liputan6dotcom,mendikbud kelulusan siswa tahun ditentukan nilai rapor efisiensi ujian,0,
307,X (Twitter),@anon_indo,dana tunjangan sertifikasi guru triwulan ditunda membeli alat pelindung diri apd,1,
308,CNN Indonesia,@CNNIndonesia,efisiensi anggaran kemendikbud tunda renovasi gedung sekolah selama masa pandemi,0,
309,Facebook,Kabar Guru,sertifikasi guru wajib melampirkan surat keterangan sehat bebas virus covid-19,1,
310,Tirto.id,@tirtoid,nadiem pangkas anggaran perjalanan dinas kementerian rp triliun,0,
311,YouTube,Berita News,video nadiem makarim minta maaf anggaran pendidikan habis masker,1,
312,Republika,@republikaonline,rs perguruan tinggi negeri rsptn disiapkan menjadi pusat penanganan covid-19,0,
313,WhatsApp,Grup Sekolah,pendaftaran bantuan uang tunai rp juta per siswa situs bantuan pelajar tk,1,
314,LLDikti,@lldikti_wil3,perguruan tinggi diminta fleksibel pengelolaan dana operasional selama pjj,0,
315,Instagram,@infokampus,kip kuliah dibatalkan mahasiswa aktif selama kuliah daring,1,
316,Kemenkeu,Nota Keuangan,refocusing anggaran kemendikbud rp miliar dialihkan bantuan rs pendidikan,0,
317,TikTok,@politikupdate,dana riset vaksin kampus dikorupsi kepentingan partai politik,1,
318,Kompas,@hariankompas,kemendikbud percepat pencairan dana bos tahap guna membantu sekolah membeli disinfektan,0,
319,Facebook,Forum Honorer,nadiem makarim resmi pecat guru honorer dapat mengajar online,1,
320,Setkab RI,@setkabgoid,presiden jokowi instruksikan efisiensi belanja barang non prioritas kemendikbud,0,
321,WhatsApp,Pesan Berantai,subsidi pulsa internet maret kemdikbud cair pengisian form bit ly,1,
322,CNBC Indonesia,@cnbcindonesia,kemendikbud pangkas anggaran rapat hotel dialihkan sarana pjj,0,
323,X (Twitter),@guru_cerdas,guru wajib membeli laptop uang pribadi menunjang pjj maret,1,
324,Tempo.co,@tempodotco,kemendikbud kaji skema subsidi pulsa siswa keluarga mampu,0,
325,Instagram,@beasiswagratis,link pendaftaran beasiswa darurat covid-19 kemendikbud beasiswa palsu com,1,
326,Kemendikbud,Rilis Pers,nadiem makarim pembatalan un langkah efisiensi anggaran logis,0,
327,WhatsApp,Grup Kelas,kuota edukasi gratis gb pelajar aktif daftar link kuota belajar site,1,
328,Kemenkeu,Laporan APBN,realisasi anggaran fungsi pendidikan maret difokuskan mitigasi dampak pandemi,0,
329,Facebook,Info Loker,kemendikbud butuh relawan medis mahasiswa kedokteran gaji rp juta,1,
330,Detik Finance,@detikcom,pemerintah pastikan dana abadi pendidikan lpdp tetap aman refocusing,0,
331,TikTok,@mhs_update,demo daring mahasiswa tuntut pengembalian ukt kampus ditutup,1,
332,Humas PTN,@univ_indonesia,ui tawarkan opsi cicilan ukt mahasiswa terdampak ekonomi pandemi,0,
333,WhatsApp,Grup Guru,potongan biaya admin pencairan dana bos bank bulan maret,1,
334,Kompasiana,Opini,efisiensi un momentum indonesia beralih asesmen kompetensi minimum,0,
335,Instagram,@scholarship_id,dana beasiswa dihapus total subsidi kuota internet nasional,1,
336,BPS,Laporan 2020,penyaluran dana bos tepat membantu sekolah hadapi masa darurat maret,0,
337,X (Twitter),@lapor_mas,link verifikasi ponsel guru subsidi pulsa maret pusat palsu,1,
338,Kemendikbud,@kemdikbud,mendikbud guru diperbolehkan melakukan kunjungan rumah home visit perlu,0,
339,Facebook,Berita Guru,sekolah lapor penggunaan bos covid-19 dibekukan anggarannya,1,
340,Antara News,@antaranews,kemendikbud alokasikan anggaran platform pembelajaran daring jarak,0,
341,WhatsApp,Grup WA,undangan survei pjj berhadiah uang tunai kementerian modus scam,1,
342,Liputan6,@liputan6dotcom,efisiensi birokrasi kemendikbud percepat digitalisasi tanda tangan ijazah,0,
343,TikTok,@infosekolah,video sekolah dasar jakarta dijual bangkrut covid-19,1,
344,Tirto.id,@tirtoid,analisis refocusing anggaran pendidikan maret kunci ketahanan sekolah masa pjj,0,
345,X (Twitter),@edunews,pemerintah batalkan program pertukaran pelajar negeri tahun,0,
346,Kemendikbud,@Kemdikbud_RI,dana bos reguler dapat digunakan membayar jasa kebersihan sekolah,0,
347,WhatsApp,Grup Guru,pemberitahuan pembatalan kenaikan gaji berkala guru mulai maret,1,
348,Kompas.com,@kompascom,kemendikbud hemat rp triliun pembatalan ujian nasional,0,
349,Facebook,Info Guru,nadiem makarim minta sekolah swasta tutup dapat biayai pjj,1,
350,Antara News,@antaranews,dana bos fleksibilitas penggunaan penanganan covid-19 sekolah,0,
351,TikTok,@edukasiviral,berita buruk dana bantuan mahasiswa kip dipotong membeli vaksin,1,
352,Detik Edu,@detikcom,kemendikbud refocusing anggaran operasional rs pendidikan ptn,0,
353,Instagram,@beasiswahunter,beasiswa negeri berlaku kuliah online rumah,1,
354,Tempo.co,@tempodotco,kemendikbud optimalkan portal rumah belajar alternatif efisiensi pjj,0,
355,WhatsApp,Broadcast,link registrasi subsidi biaya kuliah rp juta kemendikbud daftar,1,
356,Liputan6,@liputan6dotcom,mendikbud anggaran pendidikan tetap prioritas tengah penyesuaian apbn,0,
357,X (Twitter),@anon_indo,dana pembangunan perpustakaan nasional dipotong membayar influencer covid-19,1,
358,CNN Indonesia,@CNNIndonesia,efisiensi anggaran kemendikbud batalkan kegiatan lomba siswa tingkat nasional,0,
359,Facebook,Kabar Guru,sertifikasi guru cair guru punya sertifikat pelatihan daring,1,
360,Tirto.id,@tirtoid,analisis pergeseran belanja barang pendidikan maret menunjukkan respon cepat pandemi,0,
361,YouTube,Berita News,video mendikbud umumkan libur sekolah diperpanjang tahun,1,
362,Republika,@republikaonline,pemerintah tingkatkan anggaran perlindungan sosial dana fungsi pendidikan,0,
363,WhatsApp,Grup Sekolah,subsidi pulsa internet gb khusus hari guru maret modus phishing,1,
364,LLDikti,@lldikti_wil3,digitalisasi pelaporan dosen dipercepat guna memangkas biaya administrasi fisik,0,
365,Instagram,@infokampus,mahasiswa tingkat akhir dibebaskan ukt ikut relawan covid-19,1,
366,Kemenkeu,Nota Keuangan,defisit apbn melebar efisiensi anggaran belanja termasuk kemendikbud diperketat,0,
367,TikTok,@politikupdate,dana operasional menteri naik drastis anggaran pendidikan dipangkas,1,
368,Kompas,@hariankompas,kemendikbud dorong sekolah gunakan dana bos membeli alat cuci tangan sabun,0,
369,Facebook,Forum Honorer,anggaran gaji pppk guru maret resmi dihapus krisis pandemi,1,
370,Setkab RI,@setkabgoid,keppres postur anggaran pendidikan berubah prioritaskan kesehatan,0,
371,Kemendikbud,@Kemdikbud_RI,kebijakan dana bos fleksibel kepala sekolah boleh membeli pulsa guru tanpa izin pusat,0,
372,WhatsApp,Grup Guru,form pengisian rekening tunjangan khusus lockdown rp juta,1,
373,Detik Edu,@detikcom,nadiem anggaran sarana prasarana fisik dialihkan bantuan teknologi pjj,0,
374,Facebook,Berita Nasional,sertifikasi guru triwulan cair anggaran dialihkan biaya isolasi mandiri,1,
375,Antara News,@antaranews,kemendikbud pangkas anggaran operasional kantor selama wfh,0,
376,TikTok,@mhs_fakta,mahasiswa kedokteran wajib jadi relawan tanpa dibayar demi efisiensi rs,1,
377,Kompas.com,@kompascom,kemendikbud luncurkan portal guru berbagi efisiensi modul pembelajaran,0,
378,Instagram,@info_beasiswa,lpdp hentikan pengiriman mahasiswa china korea demi efisiensi biaya evakuasi,1,
379,Tempo.co,@tempodotco,reformasi anggaran dana penelitian ptn difokuskan inovasi penanganan covid-19,0,
380,WhatsApp,Broadcast,link pembagian subsidi ponsel gratis anak sekolah kemendikbud klik gratis ponsel tk,1,
381,Liputan6,@liputan6dotcom,mendikbud dana bos boleh digunakan sewa platform pertemuan daring zoom meet,0,
382,X (Twitter),@anon_indo,dana bantuan siswa miskin dikurangi membayar denda keterlambatan utang negara,1,
383,CNN Indonesia,@CNNIndonesia,efisiensi birokrasi kemendikbud terapkan sistem administrasi ijazah digital secara masif,0,
384,Facebook,Portal Guru,guru honorer dapat mengajar laptop diputus kontraknya maret,1,
385,Tirto.id,@tirtoid,kemendikbud pangkas anggaran lomba internasional olimpiade dana darurat,0,
386,YouTube,Berita News,video nadiem resmi gunakan dana pendidikan investasi aplikasi gojek,1,
387,Republika,@republikaonline,pemerintah tingkatkan alokasi dana operasional ptn sterilisasi kampus,0,
388,WhatsApp,Grup Sekolah,bantuan paket data gb khusus bulan maret kuota terbatas isi data link,1,
389,LLDikti,@lldikti_wil3,penundaan kegiatan seminar fisik perguruan tinggi efisiensi belanja barang,0,
390,Instagram,@mahasiswainfo,ukt semester genap dikembalikan mahasiswa pakai gedung,1,
391,Kemenkeu,Nota Keuangan,refocusing apbn sektor pendidikan berkontribusi rp dana perlindungan sosial,0,
392,TikTok,@politik_news,anggaran tunjangan sertifikasi dipotong gaji influencer penenang massa,1,
393,Kompas,@hariankompas,kemendikbud percepat integrasi data dapodik akurasi bantuan pulsa internet,0,
394,Facebook,Forum Honorer,kemendikbud resmi hapus status honorer per maret krisis keuangan,1,
395,Setkab RI,@setkabgoid,perpres anggaran belanja kementerian dipangkas fokus kesehatan,0,
396,WhatsApp,Pesan Berantai,bantuan dana darurat sekolah mendikbud daftar whatsapp xxxx,1,
397,CNBC Indonesia,@cnbcindonesia,kemendikbud hemat rp miliar pembatalan ujian fisik sekolah,0,
398,X (Twitter),@edunews,tunjangan fungsional guru diganti paket sembako selama masa pandemi,1,
399,Tempo.co,@tempodotco,nadiem efisiensi berarti pemangkasan realokasi butuh,0,
400,Instagram,@infokampus,beasiswa kip kuliah resmi dibatalkan dialihkan bantuan pangan,1,
401,Kemendikbud,Rilis Pers,penyesuaian jadwal penyaluran dana bos mudahkan sekolah membeli desinfektan,0,
402,WhatsApp,Grup Kelas,link bantuan biaya sekolah kemendikbud senilai rp juta klik bantuan sekolah xyz,1,
403,Kemenkeu,Laporan APBN,efisiensi perjalanan dinas kemendikbud turun bulan maret,0,
404,Facebook,Info Loker,kemendikbud rekrut tenaga input data covid-19 membayar biaya administrasi rp rb,1,
405,Detik Finance,@detikcom,anggaran un resmi dialihkan subsidi kuota rs pendidikan ptn,0,
406,TikTok,@mhs_update,ui itb resmi naikkan biaya wisuda online rp juta per mahasiswa,1,
407,Humas PTN,@univ_indonesia,ui optimalkan sistem pembelajaran daring emas tekan biaya rutin operasional,0,
408,WhatsApp,Grup Guru,potongan pajak sertifikasi naik menjadi biaya penanganan covid-19,1,
409,Kompasiana,Opini,kebijakan rpp halaman masa pandemi strategi efisiensi administrasi guru,0,
410,Instagram,@scholarship_id,dana riset negeri dialihkan biaya operasional wisma atlet,1,
411,BPS,Laporan 2020,inflasi biaya pendidikan stabil pergeseran belanja buku digital,0,
412,X (Twitter),@lapor_mas,link pendaftaran bantuan kuota belajar gb bulan maret pemerintah palsu,1,
413,Kemendikbud,@kemdikbud,mendikbud dana bos dapat digunakan membayar honorer tanpa batas persentase darurat,0,
414,Facebook,Berita Guru,sekolah membeli hand sanitizer link dana bosnya hangus,1,
415,Antara News,@antaranews,kemendikbud siapkan anggaran khusus platform belajar mandiri tvri,0,
416,WhatsApp,Grup WA,undangan webinar kemendikbud berhadiah uang tunai pendaftaran bit ly scam,1,
417,Liputan6,@liputan6dotcom,efisiensi anggaran kemendikbud pangkas biaya pemeliharaan gedung kosong selama wfh,0,
418,TikTok,@infosekolah,video ujian sekolah diulang siswa membayar biaya server online,1,
419,Tirto.id,@tirtoid,analisis refocusing anggaran maret buktikan fleksibilitas dana bos krusial,0,
420,X (Twitter),@edunews,pemerintah batalkan bantuan guru sekolah keagamaan demi efisiensi covid-19,1,
421,Kemendikbud,@Kemdikbud_RI,nadiem makarim realokasi rp miliar pelatihan guru daring,0,
422,WhatsApp,Grup Guru,perintah setor ponsel password email verifikasi bantuan paket data,1,
423,Kompas.com,@kompascom,kemendikbud gandeng operator seluler sediakan kuota edukasi murah efisiensi biaya,0,
424,Facebook,Info Guru,nadiem resmi cabut tunjangan profesi guru mengajar jam siang,1,
425,Antara News,@antaranews,dana bos transparansi laporan daring arkas pangkas inefisiensi pelaporan,0,
426,TikTok,@edukasiviral,berita buruk mahasiswa kip kuliah wajib ganti rugi biaya makan kampus,1,
427,Detik Edu,@detikcom,kemendikbud tunda seleksi guru penggerak fisik anggaran dialihkan daring,0,
428,Instagram,@beasiswahunter,dana beasiswa ditunda cairnya status pandemi berakhir nasional,1,
429,Tempo.co,@tempodotco,kemendikbud dorong efisiensi penggunaan buku elektronik book massal,0,
430,WhatsApp,Broadcast,link registrasi subsidi biaya kuliah rp juta kemendikbud bulan maret,1,
431,Liputan6,@liputan6dotcom,mendikbud pjj momentum efisiensi penggunaan kertas sekolah,0,
432,X (Twitter),@anon_indo,dana pembangunan lab sekolah jawa dipindahkan membayar utang bpjs,1,
433,CNN Indonesia,@CNNIndonesia,efisiensi anggaran kemendikbud hentikan sementara kegiatan workshop tatap muka,0,
434,Facebook,Kabar Guru,sertifikasi guru cair guru menunjukkan struk belanja alat kesehatan,1,
435,Tirto.id,@tirtoid,analisis pemotongan biaya perjalanan dinas maret selamatkan anggaran pendidikan,0,
436,YouTube,Berita News,video mendikbud umumkan tunjangan guru dialihkan apd dokter,1,
437,Republika,@republikaonline,pemerintah fokuskan dana pendidikan pengadaan internet daerah selama pjj,0,
438,WhatsApp,Grup Sekolah,subsidi pulsa gb cair instal aplikasi link phishing,1,
439,LLDikti,@lldikti_wil3,digitalisasi layanan persuratan kampus letter hemat biaya operasional rp juta,0,
440,Instagram,@infokampus,mahasiswa dapat akses perpustakaan selamanya gedung dijual,1,
441,Kemenkeu,Nota Keuangan,sisa dana un sebesar rp dialokasikan subsidi pulsa mahasiswa,0,
442,TikTok,@politikupdate,dana operasional menteri kemendikbud naik gaji guru honorer terhambat,1,
443,Kompas,@hariankompas,kemendikbud instruksikan sekolah gunakan sisa dana operasional disinfektan,0,
444,Facebook,Forum Honorer,syarat nuptk dihapus maret gaji honorer dapat cair dana bos,0,
445,Setkab RI,@setkabgoid,presiden anggaran pendidikan harus lincah agile hadapi dinamika pandemi,0,
446,Kemendikbud,@Kemdikbud_RI,program belajar rumah tvri diluncurkan efisiensi akses pendidikan daring,0,
447,WhatsApp,Grup Guru,link pendaftaran bansos covid-19 khusus guru honorer rp juta per bulan daftar bansos guru com,1,
448,Kompas.com,@kompascom,kemendikbud ubah aturan dana bos kini dapat digunakan membayar honorer tanpa batas,0,
449,Facebook,Info Viral,pemerintah resmi hentikan tunjangan profesi guru selama masa psbb april,1,
450,Antara News,@antaranews,nadiem makarim pangkas anggaran kementerian rp triliun penanganan covid-19,0,
451,TikTok,@edukasiviral,berita gembira nadiem makarim berikan kuota internet gb cuma cuma link bit ly,1,
452,Detik Edu,@detikcom,juknis bos reguler diubah sekolah boleh membeli pulsa paket data siswa guru,0,
453,Instagram,@beasiswahunter,dana beasiswa dialihkan bantuan sosial sembako nasional,1,
454,Tempo.co,@tempodotco,efisiensi belanja kemendikbud tunda pengadaan sarana fisik sekolah akhir,0,
455,WhatsApp,Broadcast,login kementerian pendidikan site klaim subsidi uang kuliah rp juta,1,
456,Liputan6,@liputan6dotcom,mendikbud tvri dipilih efisien menjangkau siswa daerah minim internet,0,
457,X (Twitter),@anon_indo,dana pembangunan gedung kemendikbud dipakai membayar utang bpjs april,1,
458,CNN Indonesia,@CNNIndonesia,efisiensi birokrasi kemendikbud gunakan tanda tangan elektronik pencairan dana hibah,0,
459,Facebook,Kabar Guru,guru memiliki ponsel android dipotong gaji sertifikasinya bulan april,1,
460,Tirto.id,@tirtoid,nadiem makarim penghematan dana un dialihkan subsidi platform digital,0,
461,YouTube,Berita News,video presiden jokowi resmi gratiskan biaya kuliah ptn selama pandemi,1,
462,Republika,@republikaonline,rs perguruan tinggi negeri menerima dana tambahan membeli alat tes pcr,0,
463,WhatsApp,Grup Sekolah,bantuan uang tunai rp juta kementerian link bantuan pelajar tk,1,
464,LLDikti,@lldikti_wil3,perguruan tinggi diminta lapor efisiensi penggunaan anggaran selama masa wfh,0,
465,Instagram,@infokampus,mahasiswa penerima kip kuliah wajib mengembalikan dana lulus ujian online,1,
466,Kemenkeu,Nota Keuangan,refocusing anggaran april belanja modal kemendikbud dipangkas signifikan,0,
467,TikTok,@politikupdate,dana abadi pendidikan dikuras habis membiayai influencer promosi psbb,1,
468,Kompas,@hariankompas,kemendikbud penggunaan dana bos honorer membantu ringankan beban ekonomi guru,0,
469,Facebook,Forum Honorer,kemendikbud resmi pecat guru honorer dapat akses aplikasi zoom,1,
470,Setkab RI,@setkabgoid,keppres anggaran pendidikan direstrukturisasi prioritas darurat,0,
471,WhatsApp,Pesan Berantai,subsidi pulsa gb khusus bulan april pelajar daftar kuota pelajar com,1,
472,CNBC Indonesia,@cnbcindonesia,kemendikbud hemat rp triliun pembatalan kegiatan fisik april,0,
473,X (Twitter),@guru_cerdas,tunjangan kemahalan guru jawa dihapus mulai april demi dana covid-19,1,
474,Tempo.co,@tempodotco,nadiem program belajar rumah tvri membantu orang tua hemat pengeluaran pulsa,0,
475,Instagram,@beasiswagratis,pendaftaran beasiswa darurat kemendikbud april link beasiswa darurat xyz,1,
476,Kemendikbud,Rilis Pers,mendikbud dana bos afirmasi kinerja diprioritaskan sekolah terdampak covid-19,0,
477,WhatsApp,Grup Kelas,kuota edukasi gratis gb pelajar aktif daftar link promo kuota site,1,
478,Kemenkeu,Laporan APBN,realisasi anggaran fungsi pendidikan april difokuskan perlindungan sosial,0,
479,Facebook,Info Loker,kemendikbud rekrut relawan pjj tanpa seleksi gaji rp juta,1,
480,Detik Finance,@detikcom,investasi dana abadi pendidikan lpdp tetap tumbuh pasar modal fluktuatif,0,
